7.8263693e-05,1.3153779,7.5560532
4.5865013,5.3276724,2.1895919
0.47044616,6.7886472,6.7929641
9.346929,3.8350208,5.1941637
8.3096535,0.34572111,0.53461635
5.2970019,6.7114938,0.076981862
3.8341565,0.66842238,4.1748597
6.8677271,5.8897664,9.3043649
8.4616689,5.2692878,0.91964891
6.5391896,4.1599936,7.0119059
9.1032083,7.6219804,2.6245299
0.47464514,7.3608188,3.2823423
6.3263857,7.5641049,9.9103739
3.6533867,2.4703889,9.8255029
7.226604,7.5335583,6.5151857
0.72685883,6.3163472,8.8470713
2.7270997,4.3641141,7.6649478
4.7773177,2.3777443,2.7490684
3.5926498,1.665072,4.8651738
8.9765629,9.092081,0.60564328
9.0465309,5.0452289,5.1629196
3.1903294,9.8664211,4.9397668
2.6614451,0.90732895,9.4776425
0.73749075,5.0070709,3.8414215
2.770818,9.1381744,5.2974739
4.6444582,9.4097995,0.50083984
7.6151426,7.7020455,8.278173
1.2536538,0.15867701,6.884553
8.6824713,6.2954342,7.3622451
7.25412,9.9945788,8.8857221
2.3319488,3.0632183,3.5101525
5.132737,5.9111358,8.4598156
4.1208077,8.4151064,2.6931727
4.1539462,5.3730398,4.6791737
2.8721237,1.783277,1.5371998
5.7165481,8.0240573,0.33053754
5.3444984,4.9848012,9.5536076
7.4829265,5.5458385,8.9073748
6.2484929,8.4203961,1.5976752
2.1275151,7.1470997,1.3042726
0.90990337,2.7458815,0.02999601
4.1429326,0.26876291,7.0981959
9.378973,2.399108,1.8089591
3.1753954,8.8699066,6.5205869
1.5033506,6.8134621,3.858147
3.8772534,4.9974103,1.47533
5.8718662,8.4557566,5.9010861
9.5540883,5.5614614,1.4815156
9.833051,4.0876669,1.4181977
5.6489868,2.5212641,4.8851455
4.6403053,9.6109514,1.2603081
1.997572,3.1924967,6.2926916
1.2671216,6.5125374,6.2163403
8.03073,2.4784176,4.764318
3.8931417,2.0325033,0.28375181
9.016735,4.2649741,1.4202103
9.4748678,4.1031304,1.3118853
8.8564837,0.9217363,1.6219855
0.71063565,3.6533903,2.5305736
1.3510937,7.8315317,4.5530728
3.4952414,4.5230017,8.0894459
9.316744,6.5164606,2.1524838
6.7959237,9.0892189,2.5012559
8.6085984,4.7126233,5.0595588
6.0039374,8.1756148,7.5584353
4.6224498,9.5136745,6.327387
4.3933032,8.2469739,6.8898091
7.0220665,9.871455,9.544149
8.5126967,2.893162,5.3742574
5.1443467,1.0343393,4.1402848
5.7671664,8.7656572,4.4003866
7.2974768,8.6926374,7.1564233
8.0072033,7.0653547,7.417159
0.19092404,8.8603112,5.2498741
4.6332273,0.65193873,7.1342232
4.8894316,6.6767907,6.8204912
1.9955475,9.166339,8.6588267
8.9001868,5.4394831,1.39195
4.5034744,9.893625,2.1553198
4.4602343,3.1573241,5.1465946
8.8150412,4.3972556,4.6753178
8.0664992,3.6515806,2.1151896
9.9911665,1.5360448,6.3048827
6.1635037,0.0059504248,0.0087899994
7.7335202,7.2733499,3.1917759
4.1772372,6.8249423,6.8056198
2.0526188,8.3641988,7.0892061
8.2870795,0.94548803,0.8173761
7.6400485,6.2957184,2.1385218
2.135468,0.81060797,3.8882324
9.5215967,9.4754506,3.8985359
2.6921474,6.9216898,2.8403504
7.7686582,7.838652,4.2245982
2.8215589,1.9396747,0.11316227
1.9182384,9.832358,2.4405425
8.1972609,1.3645494,3.9814369
6.0101011,1.7688037,8.2835472
1.5773118,9.87937,2.5716866
2.3359919,1.0163738,2.1941065
6.3471744,6.960073,7.9476981
6.9624281,7.5294041,6.6952064
6.3342991,0.56440663,5.9821664
2.2700772,3.1877788,6.9983444
1.1743694,7.6257072,5.2612328
5.5391135,5.8798891,3.2966639
7.0298941,1.4304526,1.6168771
4.8532518,8.602257,8.1326571
5.5683578,7.3899661,3.1600734
1.3533222,5.2854827,3.1073887
5.8811912,5.1808359,4.3084779
2.5884276,3.7022628,3.930176
4.4686594,4.7589622,3.8783122
2.7929305,0.78263208,3.6974201
2.5392228,6.7178415,6.7623692
5.1393637,7.2860836,7.2076782
9.4475282,4.6069734,9.4016312
3.2156009,4.6043417,5.1714532
6.613555,4.0183291,6.056397
9.8650267,1.5039389,6.700984
3.4381756,5.4171017,5.2280771
8.2923871,0.14950569,2.7420973
6.4297889,5.461366,9.1784772
2.6661332,9.7008667,2.4673315
8.4397537,6.9402367,4.557516
8.1710133,0.220837,1.6074891
7.0694995,7.078263,4.3663845
5.8242112,7.5171009,9.9153303
6.9567915,2.7951174,7.5386275
1.7117893,0.042539234,4.9569108
0.79916885,1.6308106,9.0330118
7.8299201,7.4667915,4.3642568
0.063416902,5.847872,5.1847842
0.66849766,5.4402271,3.8973141
2.1582589,3.8576943,6.2686137
6.5905333,7.0931985,5.3866129
2.8028892,8.1593217,3.7190969
6.8610163,3.1016894,0.093475217
1.0379728,5.2096007,7.7588033
2.2068515,0.55278791,0.70634871
1.6027392,7.2376373,2.9702211
0.50602594,4.7780432,4.571619
5.1998849,4.4648958,1.5031153
2.8594239,8.3368213,6.956374
5.77776,6.8116447,3.3117496
0.57475271,9.8688299,5.4239315
0.016574161,8.5619262,0.2935548
3.775504,4.896517,5.7617296
7.3895873,6.793322,5.3626677
0.35587702,1.2250689,9.7335564
1.882758,3.5131874,6.1412552
6.0761147,1.2593282,5.5286214
9.540285,3.5692498,8.3810164
9.7425234,2.5901419,2.515276
4.2433587,8.1304801,8.9791424
2.4458622,7.6061729,6.9485642
4.5185123,2.6362025,6.6550346
1.1657105,2.0956231,1.1367567
5.4697484,0.060793702,1.7597426
5.9935931,4.3190828,0.8250654
6.8741449,3.7531006,8.3620656
1.2363737,9.733462,0.29635292
0.80353082,4.9424463,7.6943738
9.3403047,2.5015527,3.5965783
7.6911406,4.9995533,7.4925162
6.7190347,6.8166578,7.5677018
0.36367619,2.3057188,2.2166732
5.6260205,6.5262192,6.1661043
3.7146575,2.248012,2.336915
6.530116,1.6592754,7.4410423
1.597577,0.47638603,6.6199351
1.2494491,9.4915715,4.8418046
6.2104564,9.1402499,0.1794452
5.9354566,7.2187164,4.96582
0.53694391,4.416326,5.1917486
7.7194415,0.65356268,4.4279034
9.7718021,4.6774136,3.290561
4.4592987,7.4327395,2.0534131
1.7137934,3.7251977,9.397254
9.6485125,2.5495748,0.70335208
1.2384877,5.2633784,1.6008316
5.1770722,1.0518484,8.4157604
3.6856214,4.2389048,3.2722756
7.1354654,5.7677586,8.7188423
7.5824577,8.3659783,6.997911
3.8906023,9.352416,6.0560255
3.6208363,5.3950467,4.5507239
4.0169218,2.4044048,0.83085713
4.2157865,4.7237995,2.8976646
1.0496914,2.1638615,8.0201865
5.2743909,6.6882035,8.6364275
2.4375032,7.1156445,2.6366293
3.828215,0.81005519,4.5976277
2.3286698,7.9535261,4.9134308
0.032287808,2.6611916,6.6468883
4.251911,1.8682474,9.6347558
1.3403914,7.9585566,9.4604457
1.7115523,6.060013,0.63803623
3.4749167,2.92468,5.0965823
8.2583652,8.3433846,7.2644312
3.2943429,8.0208436,6.3176327
0.45340716,0.41420439,1.5331511
7.6706502,0.6173138,5.1930322
9.2914979,2.2051553,2.0456292
0.88992663,6.9969099,7.0646127
4.9463091,2.6177852,7.1157127
3.783662,2.0064453,2.3260761
4.3609624,4.6949849,8.6118744
9.7723832,4.445192,0.34243099
5.2377174,0.31638792,7.5317377
5.915882,8.2289103,3.2957887
2.3207809,5.3652827,4.3061841
4.0358109,9.8732474,9.6690965
8.5053058,8.6751423,3.1160519
1.4839041,9.9759859,6.395233
4.6807473,9.3191472,6.9077262
8.1540677,5.4153465,5.7280652
1.5921612,9.4525027,8.213337
1.5541388,0.41074767,3.4361338
1.1001943,0.96538274,5.1877327
0.22405039,5.6148372,8.5687612
5.1690811,6.7452473,7.371749
6.9846033,0.22799547,1.9198376
6.7099101,3.4587174,0.66290278
1.4071048,9.2111749,2.2165646
3.801146,5.8601579,1.6731281
0.26339687,6.9112646,7.6234389
7.1369532,0.77324318,5.8980934
9.2550305,9.2969777,4.30446
5.0596961,8.3125598,9.1923613
6.0163764,7.2383646,5.1933663
4.9081701,1.6141942,9.7611557
5.7436028,2.7325111,5.314273
6.9855816,6.6704929,0.97432542
5.4873628,6.1073767,6.6796544
4.9512534,5.7158261,5.8888804
4.4131322,1.5121689,5.0227473
7.3136382,0.31656549,0.51616711
5.2206346,3.206423,0.35059507
2.4514233,1.0718052,3.8296851
5.5182943,5.9716851,6.1111056
9.352515,7.7203029,5.1314849
4.8668115,6.5012774,6.9699575
4.0753774,4.8684951,4.7978286
7.1045006,5.3419865,2.7664696
6.0553817,2.8010373,7.0336946
5.3048957,9.3825403,2.3540272
4.1349423,5.9747623,7.8300234
9.2025236,6.8149112,8.2117733
5.27413,2.3026975,1.4368415
8.9952112,2.5142212,6.5151454
0.048156087,9.3593594,2.7535305
8.5876593,2.7892857,9.5243094
5.0681995,1.2294975,4.1647543
7.0247138,4.3649121,1.0773881
7.661748,0.99865607,4.4126522
3.4457649,2.9706418,7.5762114
3.3850959,3.3075835,0.55606187
5.7318292,4.8528604,2.0248197
1.1447458,9.7434787,8.646095
4.9184074,3.6739483,8.0491237
1.6220382,1.595798,0.57722928
1.4925139,4.6810142,3.806083
8.8370465,4.2413353,4.1224795
6.512946,3.0832749,0.60142465
8.1441647,8.976569,9.1949195
9.0121795,7.7004646,1.7079624
5.7244192,0.31403776,8.0326782
5.2221465,8.6162178,2.7719816
8.6949407,5.8686197,3.8917189
8.1189538,5.2567025,9.3987148
4.2003807,5.7986251,7.4914505
8.8078408,3.380847,1.8954859
7.4312601,7.1891945,8.7916183
0.72869049,7.1011359,8.7905988
3.5937942,0.89853099,1.6102914
4.1679636,0.96428553,6.7469284
5.6261159,8.1304684,8.7819179
7.693601,6.3520536,8.9652397
8.7841295,4.864707,1.1307059
3.7748454,3.826196,6.875779
1.2173956,0.76821759,1.4330206
4.7764078,7.0858797,2.3801934
3.9096661,9.7588081,6.2876666
6.8119883,9.0869057,3.6240014
8.5921308,7.9427791,4.288733
0.73510956,4.9863056,4.8387283
4.5073479,4.9965733,7.4075878
9.3284347,3.0012175,1.4619563
1.1001846,0.80322037,9.7247624
4.0817745,2.3841037,9.631602
8.3347403,1.9807994,1.2948154
1.9630744,3.3911916,5.756792
4.4026808,5.8567459,4.3287727
3.6820267,3.823169,6.0013265
4.2947277,1.4878742,6.7019667
9.9540061,6.9806644,4.0273989
8.4927825,8.1952718,7.9338218
3.742494,0.096078883,4.7977861
6.3905792,6.464952,6.448979
7.9903477,3.7736405,3.5767177
